Module,Framework,Iteration,Status,Time_Sec,RAM_MB
module_6_LRUCache,PITest,10,success,2.82,331.92
module_6_LRUCache,Major,11,success,3.26,299.42
module_6_LRUCache,PITest,11,success,3.10,287.78
module_6_LRUCache,Major,12,success,3.21,321.75
module_6_LRUCache,PITest,12,success,2.87,302.66
module_6_LRUCache,Major,13,success,3.25,311.12
module_6_LRUCache,PITest,13,success,2.82,344.11
module_6_LRUCache,Major,14,success,3.46,292.34
module_6_LRUCache,PITest,14,success,2.93,315.25
module_6_LRUCache,Major,15,success,3.19,295.94
module_6_LRUCache,PITest,15,success,2.88,338.66
module_6_LRUCache,Major,16,success,3.25,307.41
module_6_LRUCache,PITest,16,success,3.35,296.39
module_6_LRUCache,Major,17,success,3.41,299.64
module_6_LRUCache,PITest,17,success,2.79,312.88
module_6_LRUCache,Major,18,success,3.22,326.88
module_6_LRUCache,PITest,18,success,2.87,339.09
module_6_LRUCache,Major,19,success,3.79,301.62
module_6_LRUCache,PITest,19,success,2.87,284.64
module_6_LRUCache,Major,20,success,3.21,318.39
module_6_LRUCache,PITest,20,success,2.77,338.45
module_6_LRUCache,Major,21,success,3.20,325.19
module_6_LRUCache,PITest,21,success,2.90,305.59
module_6_LRUCache,Major,22,success,3.23,311.98
module_6_LRUCache,PITest,22,success,2.81,341.41
module_6_LRUCache,Major,23,success,3.27,321.47
module_6_LRUCache,PITest,23,success,2.90,315.00
module_6_LRUCache,Major,24,success,3.34,307.27
module_6_LRUCache,PITest,24,success,2.84,329.05
module_6_LRUCache,Major,25,success,3.26,314.41
module_6_LRUCache,PITest,25,success,2.82,315.52
module_6_LRUCache,Major,26,success,3.41,270.23
module_6_LRUCache,PITest,26,success,2.89,338.98
module_6_LRUCache,Major,27,success,3.25,317.73
module_6_LRUCache,PITest,27,success,2.88,338.98
module_6_LRUCache,Major,28,success,3.26,313.11
module_6_LRUCache,PITest,28,success,2.99,260.72
module_6_LRUCache,Major,29,success,3.24,318.41
module_6_LRUCache,PITest,29,success,2.87,327.53
module_6_LRUCache,Major,30,success,3.23,313.06
module_6_LRUCache,PITest,30,success,2.85,314.47
module_4_djikstra,Major,1,success,3.74,339.36
module_4_djikstra,PITest,1,success,3.20,328.27
module_4_djikstra,Major,2,success,3.40,323.78
module_4_djikstra,PITest,2,success,3.19,339.03
module_4_djikstra,Major,3,success,3.69,341.77
module_4_djikstra,PITest,3,success,3.33,334.83
module_4_djikstra,Major,4,success,3.35,355.73
module_4_djikstra,PITest,4,success,3.33,342.38
module_4_djikstra,Major,5,success,3.83,321.58
module_4_djikstra,PITest,5,success,4.25,316.16
module_4_djikstra,Major,6,success,3.96,352.44
module_4_djikstra,PITest,6,success,3.56,340.70
module_4_djikstra,Major,7,success,3.65,329.16
module_4_djikstra,PITest,7,success,4.10,342.20
module_4_djikstra,Major,8,success,4.05,340.86
module_4_djikstra,PITest,8,success,3.32,344.31
module_4_djikstra,Major,9,success,3.68,357.73
module_4_djikstra,PITest,9,success,3.68,308.72
module_4_djikstra,Major,10,success,4.03,345.00
module_4_djikstra,PITest,10,success,3.93,338.42
module_4_djikstra,Major,11,success,3.80,336.16
module_4_djikstra,PITest,11,success,3.99,333.16
module_4_djikstra,Major,12,success,3.68,324.73
module_4_djikstra,PITest,12,success,3.57,321.39
module_4_djikstra,Major,13,success,3.83,327.31
module_4_djikstra,PITest,13,success,4.00,332.83
module_4_djikstra,Major,14,success,3.71,331.88
module_4_djikstra,PITest,14,success,3.49,343.62
module_4_djikstra,Major,15,success,3.72,361.39
module_4_djikstra,PITest,15,success,3.69,333.97
module_4_djikstra,Major,16,success,3.57,335.25
module_4_djikstra,PITest,16,success,3.49,343.33
module_4_djikstra,Major,17,success,3.90,332.98
module_4_djikstra,PITest,17,success,3.78,331.92
module_4_djikstra,Major,18,success,4.02,363.20
module_4_djikstra,PITest,18,success,3.56,337.69
module_4_djikstra,Major,19,success,3.55,334.08
module_4_djikstra,PITest,19,success,3.57,333.70
module_4_djikstra,Major,20,success,3.77,328.16
module_4_djikstra,PITest,20,success,3.68,317.42
module_4_djikstra,Major,21,success,3.77,344.81
module_4_djikstra,PITest,21,success,3.91,305.41
module_4_djikstra,Major,22,success,3.49,331.61
module_4_djikstra,PITest,22,success,3.26,329.84
module_4_djikstra,Major,23,success,3.78,360.41
module_4_djikstra,PITest,23,success,3.80,322.06
module_4_djikstra,Major,24,success,3.59,329.52
module_4_djikstra,PITest,24,success,3.56,339.69
module_4_djikstra,Major,25,success,3.90,347.19
module_4_djikstra,PITest,25,success,3.75,301.83
module_4_djikstra,Major,26,success,3.59,333.88
module_4_djikstra,PITest,26,success,3.37,337.52
module_4_djikstra,Major,27,success,3.50,333.36
module_4_djikstra,PITest,27,success,3.39,337.41
module_4_djikstra,Major,28,success,3.57,340.59
module_4_djikstra,PITest,28,success,3.25,328.11
module_4_djikstra,Major,29,success,3.57,325.80
module_4_djikstra,PITest,29,success,3.57,339.11
module_4_djikstra,Major,30,success,4.29,327.39
module_4_djikstra,PITest,30,success,3.35,335.28
GCD,Major,1,success,3.01,300.53
GCD,PITest,1,success,2.47,304.11
GCD,Major,2,success,3.46,246.44
GCD,PITest,2,success,2.54,301.19
GCD,Major,3,success,3.10,268.19
GCD,PITest,3,success,2.43,310.84
GCD,Major,4,success,3.01,288.41
GCD,PITest,4,success,2.44,306.05
GCD,Major,5,success,3.44,281.55
GCD,PITest,5,success,2.54,277.36
GCD,Major,6,success,3.22,284.52
GCD,PITest,6,success,2.67,306.61
GCD,Major,7,success,2.89,292.73
GCD,PITest,7,success,3.01,291.11
GCD,Major,8,success,3.02,291.06
GCD,PITest,8,success,2.48,310.75
GCD,Major,9,success,3.02,277.98
GCD,PITest,9,success,2.48,308.75
GCD,Major,10,success,3.24,264.42
GCD,PITest,10,success,2.47,281.47
GCD,Major,11,success,2.92,289.11
GCD,PITest,11,success,2.44,303.98
GCD,Major,12,success,2.83,286.98
GCD,PITest,12,success,2.57,304.12
GCD,Major,13,success,3.43,290.64
GCD,PITest,13,success,2.68,305.94
GCD,Major,14,success,3.02,284.38
GCD,PITest,14,success,2.47,317.17
GCD,Major,15,success,3.13,284.41
GCD,PITest,15,success,2.92,304.56
GCD,Major,16,success,3.20,291.19
GCD,PITest,16,success,2.45,309.03
GCD,Major,17,success,2.94,284.30
GCD,PITest,17,success,2.44,306.92
GCD,Major,18,success,3.32,269.38
GCD,PITest,18,success,2.46,289.17
GCD,Major,19,success,3.02,283.39
GCD,PITest,19,success,2.68,309.50
GCD,Major,20,success,3.13,290.83
GCD,PITest,20,success,2.64,300.03
GCD,Major,21,success,3.29,276.77
GCD,PITest,21,success,2.54,307.05
GCD,Major,22,success,3.04,302.02
GCD,PITest,22,success,2.46,301.97
GCD,Major,23,success,2.91,293.31
GCD,PITest,23,success,2.99,293.61
GCD,Major,24,success,3.11,288.67
GCD,PITest,24,success,2.46,312.58
GCD,Major,25,success,3.02,304.91
GCD,PITest,25,success,2.47,308.94
GCD,Major,26,success,3.36,271.11
GCD,PITest,26,success,2.49,290.52
GCD,Major,27,success,3.01,294.97
GCD,PITest,27,success,2.46,308.64
GCD,Major,28,success,3.10,293.84
GCD,PITest,28,success,2.65,282.20
GCD,Major,29,success,3.11,279.47
GCD,PITest,29,success,2.47,309.88
GCD,Major,30,success,2.90,278.12
GCD,PITest,30,success,2.47,308.06
KHEAPSORT,Major,1,success,3.05,295.62
KHEAPSORT,PITest,1,success,2.81,303.67
KHEAPSORT,Major,2,success,3.34,282.94
KHEAPSORT,PITest,2,success,2.71,316.12
KHEAPSORT,Major,3,success,3.13,283.61
KHEAPSORT,PITest,3,success,2.58,306.22
KHEAPSORT,Major,4,success,3.45,261.92
KHEAPSORT,PITest,4,success,2.58,300.09
KHEAPSORT,Major,5,success,3.30,289.56
KHEAPSORT,PITest,5,success,2.67,311.75
KHEAPSORT,Major,6,success,3.34,304.19
KHEAPSORT,PITest,6,success,2.89,298.22
KHEAPSORT,Major,7,success,3.24,283.55
KHEAPSORT,PITest,7,success,2.44,299.84
KHEAPSORT,Major,8,success,2.98,293.97
KHEAPSORT,PITest,8,success,2.45,312.17
KHEAPSORT,Major,9,success,3.35,275.47
KHEAPSORT,PITest,9,success,2.44,273.95
KHEAPSORT,Major,10,success,2.99,295.64
KHEAPSORT,PITest,10,success,2.44,294.16
KHEAPSORT,Major,11,success,3.01,304.25
KHEAPSORT,PITest,11,success,2.44,328.20
KHEAPSORT,Major,12,success,3.65,272.00
KHEAPSORT,PITest,12,success,2.47,302.19
KHEAPSORT,Major,13,success,3.06,298.47
KHEAPSORT,PITest,13,success,2.45,299.73
KHEAPSORT,Major,14,success,3.04,294.61
KHEAPSORT,PITest,14,success,2.88,289.62
KHEAPSORT,Major,15,success,3.18,280.64
KHEAPSORT,PITest,15,success,2.46,315.31
KHEAPSORT,Major,16,success,3.33,295.17
KHEAPSORT,PITest,16,success,2.64,311.14
KHEAPSORT,Major,17,success,3.21,280.64
KHEAPSORT,PITest,17,success,2.56,289.78
KHEAPSORT,Major,18,success,3.33,292.77
KHEAPSORT,PITest,18,success,2.67,311.20
KHEAPSORT,Major,19,success,3.32,288.84
KHEAPSORT,PITest,19,success,2.91,297.09
KHEAPSORT,Major,20,success,3.46,302.75
KHEAPSORT,PITest,20,success,2.46,304.09
KHEAPSORT,Major,21,success,3.04,289.80
KHEAPSORT,PITest,21,error,7.38,276.86
KHEAPSORT,Major,22,success,3.13,299.47
KHEAPSORT,PITest,22,success,2.37,310.81
KHEAPSORT,Major,23,success,3.03,294.27
KHEAPSORT,PITest,23,success,2.36,317.95
KHEAPSORT,Major,24,success,3.23,268.41
KHEAPSORT,PITest,24,success,2.44,307.64
KHEAPSORT,Major,25,success,3.04,294.97
KHEAPSORT,PITest,25,success,2.42,306.95
KHEAPSORT,Major,26,success,3.02,296.31
KHEAPSORT,PITest,26,success,2.46,313.50
KHEAPSORT,Major,27,success,3.02,280.03
KHEAPSORT,PITest,27,success,2.45,311.81
KHEAPSORT,Major,28,success,3.04,281.95
KHEAPSORT,PITest,28,success,2.36,312.67
KHEAPSORT,Major,29,success,3.05,297.94
KHEAPSORT,PITest,29,success,2.71,286.94
KHEAPSORT,Major,30,success,3.01,291.05
KHEAPSORT,PITest,30,success,2.36,313.08
SQRT,Major,1,success,5.24,284.89
SQRT,PITest,1,success,14.90,307.77
SQRT,Major,2,success,5.35,275.86
SQRT,PITest,2,success,15.14,309.36
SQRT,Major,3,success,5.33,299.77
SQRT,PITest,3,success,15.23,311.78
SQRT,Major,4,success,5.41,309.27
SQRT,PITest,4,success,15.39,270.27
SQRT,Major,5,success,5.67,279.59
SQRT,PITest,5,success,15.19,341.95
SQRT,Major,6,success,5.42,309.61
SQRT,PITest,6,success,15.02,312.14
SQRT,Major,7,success,5.23,311.42
SQRT,PITest,7,success,15.15,291.72
SQRT,Major,8,success,5.55,294.48
SQRT,PITest,8,success,15.16,322.09
SQRT,Major,9,success,5.38,303.00
SQRT,PITest,9,success,15.20,306.22
SQRT,Major,10,success,5.36,285.31
SQRT,PITest,10,success,15.30,318.67
SQRT,Major,11,success,5.36,307.19
SQRT,PITest,11,success,15.07,315.53
SQRT,Major,12,success,5.40,302.97
SQRT,PITest,12,success,15.03,317.12
SQRT,Major,13,success,5.38,279.72
SQRT,PITest,13,success,15.25,305.61
SQRT,Major,14,success,5.37,300.50
SQRT,PITest,14,success,15.27,312.69
SQRT,Major,15,success,5.39,302.77
SQRT,PITest,15,success,15.15,281.45
SQRT,Major,16,success,5.55,288.20
SQRT,PITest,16,success,15.07,303.69
SQRT,Major,17,success,5.36,308.88
SQRT,PITest,17,success,15.04,311.22
SQRT,Major,18,success,5.39,310.03
SQRT,PITest,18,success,15.26,304.09
SQRT,Major,19,success,5.40,303.58
SQRT,PITest,19,success,15.23,300.30
SQRT,Major,20,success,5.35,311.78
SQRT,PITest,20,success,15.15,308.19
SQRT,Major,21,success,5.38,305.39
SQRT,PITest,21,success,15.24,308.25
SQRT,Major,22,success,5.44,289.20
SQRT,PITest,22,success,15.34,339.05
SQRT,Major,23,success,5.37,311.95
SQRT,PITest,23,success,15.16,307.69
SQRT,Major,24,success,5.37,260.48
SQRT,PITest,24,success,15.00,306.42
SQRT,Major,25,success,5.46,275.59
SQRT,PITest,25,success,15.01,314.25
SQRT,Major,26,success,5.44,308.02
SQRT,PITest,26,success,15.46,274.75
SQRT,Major,27,success,5.50,293.02
SQRT,PITest,27,success,15.03,292.67
SQRT,Major,28,success,5.45,309.27
SQRT,PITest,28,success,14.80,317.55
SQRT,Major,29,success,5.37,311.84
SQRT,PITest,29,success,15.19,302.42
SQRT,Major,30,success,5.55,302.11
SQRT,PITest,30,success,14.98,313.78
LONGEST_COMMON_SUBSEQUENCE,Major,1,success,3.38,361.03
LONGEST_COMMON_SUBSEQUENCE,PITest,1,success,2.59,308.94
LONGEST_COMMON_SUBSEQUENCE,Major,2,success,3.03,354.30
LONGEST_COMMON_SUBSEQUENCE,PITest,2,success,2.90,296.64
LONGEST_COMMON_SUBSEQUENCE,Major,3,success,3.22,312.12
LONGEST_COMMON_SUBSEQUENCE,PITest,3,success,2.56,307.72
LONGEST_COMMON_SUBSEQUENCE,Major,4,success,3.12,364.06
LONGEST_COMMON_SUBSEQUENCE,PITest,4,success,2.57,319.72
LONGEST_COMMON_SUBSEQUENCE,Major,5,success,3.78,333.16
LONGEST_COMMON_SUBSEQUENCE,PITest,5,success,2.64,331.14
LONGEST_COMMON_SUBSEQUENCE,Major,6,success,3.20,358.31
LONGEST_COMMON_SUBSEQUENCE,PITest,6,success,2.56,321.73
LONGEST_COMMON_SUBSEQUENCE,Major,7,success,3.08,351.50
LONGEST_COMMON_SUBSEQUENCE,PITest,7,success,2.77,294.92
LONGEST_COMMON_SUBSEQUENCE,Major,8,success,3.23,346.53
LONGEST_COMMON_SUBSEQUENCE,PITest,8,success,2.58,318.52
LONGEST_COMMON_SUBSEQUENCE,Major,9,success,3.18,363.42
LONGEST_COMMON_SUBSEQUENCE,PITest,9,success,2.53,318.55
LONGEST_COMMON_SUBSEQUENCE,Major,10,success,3.41,313.69
LONGEST_COMMON_SUBSEQUENCE,PITest,10,success,2.54,304.17
LONGEST_COMMON_SUBSEQUENCE,Major,11,success,3.19,356.70
LONGEST_COMMON_SUBSEQUENCE,PITest,11,success,2.56,325.80
LONGEST_COMMON_SUBSEQUENCE,Major,12,success,3.21,351.30
LONGEST_COMMON_SUBSEQUENCE,PITest,12,success,2.67,335.84
LONGEST_COMMON_SUBSEQUENCE,Major,13,success,3.35,346.69
LONGEST_COMMON_SUBSEQUENCE,PITest,13,success,2.78,328.80
LONGEST_COMMON_SUBSEQUENCE,Major,14,success,3.19,360.06
LONGEST_COMMON_SUBSEQUENCE,PITest,14,success,2.47,337.45
LONGEST_COMMON_SUBSEQUENCE,Major,15,success,3.25,353.97
LONGEST_COMMON_SUBSEQUENCE,PITest,15,success,2.68,335.00
LONGEST_COMMON_SUBSEQUENCE,Major,16,success,3.26,344.27
LONGEST_COMMON_SUBSEQUENCE,PITest,16,success,2.56,326.03
LONGEST_COMMON_SUBSEQUENCE,Major,17,success,3.20,356.03
LONGEST_COMMON_SUBSEQUENCE,PITest,17,success,2.54,302.81
LONGEST_COMMON_SUBSEQUENCE,Major,18,success,3.57,356.27
LONGEST_COMMON_SUBSEQUENCE,PITest,18,success,2.54,325.09
LONGEST_COMMON_SUBSEQUENCE,Major,19,success,3.21,348.12
LONGEST_COMMON_SUBSEQUENCE,PITest,19,success,2.55,312.59
LONGEST_COMMON_SUBSEQUENCE,Major,20,success,3.16,353.11
LONGEST_COMMON_SUBSEQUENCE,PITest,20,success,2.85,322.48
LONGEST_COMMON_SUBSEQUENCE,Major,21,success,3.20,344.44
LONGEST_COMMON_SUBSEQUENCE,PITest,21,success,2.57,325.27
LONGEST_COMMON_SUBSEQUENCE,Major,22,success,3.17,363.08
LONGEST_COMMON_SUBSEQUENCE,PITest,22,success,2.55,329.62
LONGEST_COMMON_SUBSEQUENCE,Major,23,success,3.56,342.31
LONGEST_COMMON_SUBSEQUENCE,PITest,23,success,2.59,311.38
LONGEST_COMMON_SUBSEQUENCE,Major,24,success,3.17,354.69
LONGEST_COMMON_SUBSEQUENCE,PITest,24,success,2.55,321.86
LONGEST_COMMON_SUBSEQUENCE,Major,25,success,3.19,353.14
LONGEST_COMMON_SUBSEQUENCE,PITest,25,success,2.75,292.02
LONGEST_COMMON_SUBSEQUENCE,Major,26,success,3.11,313.45
LONGEST_COMMON_SUBSEQUENCE,PITest,26,success,2.46,328.56
LONGEST_COMMON_SUBSEQUENCE,Major,27,success,3.12,354.73
LONGEST_COMMON_SUBSEQUENCE,PITest,27,success,2.48,326.45
LONGEST_COMMON_SUBSEQUENCE,Major,28,success,3.34,256.72
LONGEST_COMMON_SUBSEQUENCE,PITest,28,success,2.58,310.55
LONGEST_COMMON_SUBSEQUENCE,Major,29,success,3.24,346.78
LONGEST_COMMON_SUBSEQUENCE,PITest,29,success,2.57,319.75
LONGEST_COMMON_SUBSEQUENCE,Major,30,success,3.22,351.53
LONGEST_COMMON_SUBSEQUENCE,PITest,30,success,2.57,335.00
FLATTEN,Major,1,success,3.08,275.86
FLATTEN,PITest,1,success,2.45,308.83
FLATTEN,Major,2,success,2.90,288.45
FLATTEN,PITest,2,success,2.46,328.47
FLATTEN,Major,3,success,2.89,293.02
FLATTEN,PITest,3,success,2.64,312.22
FLATTEN,Major,4,success,2.92,274.72
FLATTEN,PITest,4,success,2.47,309.48
FLATTEN,Major,5,success,2.92,286.08
FLATTEN,PITest,5,success,2.47,312.33
FLATTEN,Major,6,success,2.89,294.38
FLATTEN,PITest,6,success,2.77,288.80
FLATTEN,Major,7,success,2.93,278.42
FLATTEN,PITest,7,success,2.47,319.30
FLATTEN,Major,8,success,2.91,282.17
FLATTEN,PITest,8,success,2.48,312.62
FLATTEN,Major,9,success,3.24,257.08
FLATTEN,PITest,9,success,2.47,297.72
FLATTEN,Major,10,success,2.90,293.64
FLATTEN,PITest,10,success,2.44,308.47
FLATTEN,Major,11,success,2.99,269.75
FLATTEN,PITest,11,success,2.46,307.89
FLATTEN,Major,12,success,3.13,299.38
FLATTEN,PITest,12,success,2.45,297.28
FLATTEN,Major,13,success,2.90,282.38
FLATTEN,PITest,13,success,2.41,313.48
FLATTEN,Major,14,success,2.87,293.28
FLATTEN,PITest,14,success,2.66,288.94
FLATTEN,Major,15,success,3.02,268.36
FLATTEN,PITest,15,success,2.46,317.12
FLATTEN,Major,16,success,2.87,302.25
FLATTEN,PITest,16,success,2.46,301.08
FLATTEN,Major,17,success,2.90,304.42
FLATTEN,PITest,17,success,2.77,279.00
FLATTEN,Major,18,success,3.02,275.42
FLATTEN,PITest,18,success,2.45,304.38
FLATTEN,Major,19,success,2.99,273.25
FLATTEN,PITest,19,success,2.46,310.50
FLATTEN,Major,20,success,3.12,268.20
FLATTEN,PITest,20,success,2.42,284.94
FLATTEN,Major,21,success,2.89,295.11
FLATTEN,PITest,21,success,2.47,330.70
FLATTEN,Major,22,success,3.01,271.36
FLATTEN,PITest,22,success,2.42,320.47
FLATTEN,Major,23,success,3.49,264.30
FLATTEN,PITest,23,success,2.46,312.00
FLATTEN,Major,24,success,2.91,296.20
FLATTEN,PITest,24,success,2.44,306.27
FLATTEN,Major,25,success,2.89,281.27
FLATTEN,PITest,25,success,2.77,267.58
FLATTEN,Major,26,success,3.11,289.48
FLATTEN,PITest,26,success,2.46,309.59
FLATTEN,Major,27,success,2.99,291.67
FLATTEN,PITest,27,success,2.49,318.09
FLATTEN,Major,28,success,3.07,260.59
FLATTEN,PITest,28,success,2.51,297.20
FLATTEN,Major,29,success,2.98,261.20
FLATTEN,PITest,29,success,2.44,313.78
FLATTEN,Major,30,success,2.90,303.39
FLATTEN,PITest,30,success,2.44,315.02
TO_BASE,Major,1,success,3.89,777.28
TO_BASE,PITest,1,success,5.81,802.31
TO_BASE,Major,2,success,3.58,833.16
TO_BASE,PITest,2,success,5.95,816.75
TO_BASE,Major,3,success,3.55,924.09
TO_BASE,PITest,3,success,5.95,896.20
TO_BASE,Major,4,success,3.85,659.03
TO_BASE,PITest,4,success,6.07,959.75
TO_BASE,Major,5,success,3.64,870.70
TO_BASE,PITest,5,success,5.96,960.94
TO_BASE,Major,6,success,3.79,821.69
TO_BASE,PITest,6,success,5.92,825.17
TO_BASE,Major,7,success,3.66,806.06
TO_BASE,PITest,7,success,6.10,930.50
TO_BASE,Major,8,success,4.98,901.11
TO_BASE,PITest,8,success,7.10,961.17
TO_BASE,Major,9,success,4.76,879.58
TO_BASE,PITest,9,success,7.32,877.97
TO_BASE,Major,10,success,4.88,895.27
TO_BASE,PITest,10,success,6.79,747.39
TO_BASE,Major,11,success,4.45,599.06
TO_BASE,PITest,11,success,6.26,953.70
TO_BASE,Major,12,success,4.36,859.73
TO_BASE,PITest,12,success,6.39,817.39
TO_BASE,Major,13,success,4.04,740.22
TO_BASE,PITest,13,success,6.34,1114.08
TO_BASE,Major,14,success,4.58,883.73
TO_BASE,PITest,14,success,6.45,856.11
TO_BASE,Major,15,success,4.36,807.28
TO_BASE,PITest,15,success,6.87,1119.03
TO_BASE,Major,16,success,4.11,981.23
TO_BASE,PITest,16,success,6.35,1021.23
TO_BASE,Major,17,success,3.76,881.45
TO_BASE,PITest,17,success,6.56,970.28
TO_BASE,Major,18,success,4.00,969.30
TO_BASE,PITest,18,success,5.90,1078.03
TO_BASE,Major,19,success,3.98,957.61
TO_BASE,PITest,19,success,6.32,974.17
TO_BASE,Major,20,success,3.69,878.83
TO_BASE,PITest,20,success,6.10,928.83
TO_BASE,Major,21,success,3.88,858.50
TO_BASE,PITest,21,success,5.95,954.69
TO_BASE,Major,22,success,3.87,931.45
TO_BASE,PITest,22,success,6.10,1030.61
TO_BASE,Major,23,success,3.54,849.69
TO_BASE,PITest,23,success,6.03,894.02
TO_BASE,Major,24,success,3.80,871.31
TO_BASE,PITest,24,success,6.34,987.03
TO_BASE,Major,25,success,3.88,674.02
TO_BASE,PITest,25,success,5.98,711.56
TO_BASE,Major,26,success,3.64,836.12
TO_BASE,PITest,26,success,6.03,833.48
TO_BASE,Major,27,success,3.83,835.69
TO_BASE,PITest,27,success,6.40,773.06
TO_BASE,Major,28,success,3.82,836.03
TO_BASE,PITest,28,success,6.04,835.41
TO_BASE,Major,29,success,3.92,859.91
TO_BASE,PITest,29,success,5.98,849.73
TO_BASE,Major,30,success,4.34,783.12
TO_BASE,PITest,30,success,6.48,985.30
module_5_pricingengine,Major,1,success,4.11,343.89
module_5_pricingengine,PITest,1,success,3.74,358.73
module_5_pricingengine,Major,2,success,3.91,304.53
module_5_pricingengine,PITest,2,success,3.25,314.19
module_5_pricingengine,Major,3,success,3.35,321.75
module_5_pricingengine,PITest,3,success,3.13,350.34
module_5_pricingengine,Major,4,success,3.26,312.12
module_5_pricingengine,PITest,4,success,3.35,316.66
module_5_pricingengine,Major,5,success,3.34,346.47
module_5_pricingengine,PITest,5,success,3.12,319.52
module_5_pricingengine,Major,6,success,3.34,351.34
module_5_pricingengine,PITest,6,success,3.66,298.38
module_5_pricingengine,Major,7,success,3.32,323.61
module_5_pricingengine,PITest,7,success,3.13,342.91
module_5_pricingengine,Major,8,success,3.35,305.97
module_5_pricingengine,PITest,8,success,3.24,326.08
module_5_pricingengine,Major,9,success,3.55,315.23
module_5_pricingengine,PITest,9,success,3.35,338.06
module_5_pricingengine,Major,10,success,3.55,337.27
module_5_pricingengine,PITest,10,success,3.42,318.98
module_5_pricingengine,Major,11,success,4.07,306.59
module_5_pricingengine,PITest,11,success,3.53,343.97
module_5_pricingengine,Major,12,success,3.34,331.59
module_5_pricingengine,PITest,12,success,3.14,338.66
module_5_pricingengine,Major,13,success,3.43,323.52
module_5_pricingengine,PITest,13,success,3.23,311.38
module_5_pricingengine,Major,14,success,3.21,319.56
module_5_pricingengine,PITest,14,success,3.13,335.69
module_5_pricingengine,Major,15,success,4.60,306.23
module_5_pricingengine,PITest,15,success,3.57,314.62
module_5_pricingengine,Major,16,success,3.68,315.19
module_5_pricingengine,PITest,16,success,3.46,329.92
module_5_pricingengine,Major,17,success,3.64,311.14
module_5_pricingengine,PITest,17,success,3.76,318.23
module_5_pricingengine,Major,18,success,3.54,292.77
module_5_pricingengine,PITest,18,success,3.35,319.64
module_5_pricingengine,Major,19,success,3.59,327.55
module_5_pricingengine,PITest,19,success,3.69,297.38
module_5_pricingengine,Major,20,success,3.59,318.42
module_5_pricingengine,PITest,20,success,3.47,334.25
module_5_pricingengine,Major,21,success,3.48,328.52
module_5_pricingengine,PITest,21,success,3.87,316.69
module_5_pricingengine,Major,22,success,3.76,319.48
module_5_pricingengine,PITest,22,success,3.68,315.64
module_5_pricingengine,Major,23,success,3.47,303.16
module_5_pricingengine,PITest,23,success,3.57,317.12
module_5_pricingengine,Major,24,success,3.66,314.03
module_5_pricingengine,PITest,24,success,3.47,323.56
module_5_pricingengine,Major,25,success,3.46,345.75
module_5_pricingengine,PITest,25,success,3.46,316.83
module_5_pricingengine,Major,26,success,3.86,297.27
module_5_pricingengine,PITest,26,success,3.36,311.80
module_5_pricingengine,Major,27,success,3.55,315.19
module_5_pricingengine,PITest,27,success,3.47,317.00
module_5_pricingengine,Major,28,success,3.69,310.64
module_5_pricingengine,PITest,28,success,3.45,315.50
module_5_pricingengine,Major,29,success,3.49,314.16
module_5_pricingengine,PITest,29,success,3.35,317.31
module_5_pricingengine,Major,30,success,3.88,302.94
module_5_pricingengine,PITest,30,success,3.62,334.34
SIEVE,Major,1,success,3.42,295.28
SIEVE,PITest,1,success,3.10,314.27
SIEVE,Major,2,success,3.32,291.20
SIEVE,PITest,2,success,3.28,302.97
SIEVE,Major,3,success,3.54,281.02
SIEVE,PITest,3,success,3.12,310.92
SIEVE,Major,4,success,3.56,290.09
SIEVE,PITest,4,success,3.43,291.86
SIEVE,Major,5,success,3.57,307.05
SIEVE,PITest,5,success,3.11,313.78
SIEVE,Major,6,success,3.43,300.22
SIEVE,PITest,6,success,3.08,325.66
SIEVE,Major,7,success,3.66,290.95
SIEVE,PITest,7,success,3.01,303.73
SIEVE,Major,8,success,3.33,295.41
SIEVE,PITest,8,success,2.80,312.19
SIEVE,Major,9,success,3.46,267.09
SIEVE,PITest,9,success,3.05,320.34
SIEVE,Major,10,success,3.56,306.56
SIEVE,PITest,10,success,3.08,315.38
SIEVE,Major,11,success,3.65,317.42
SIEVE,PITest,11,success,3.63,306.48
SIEVE,Major,12,success,3.35,287.89
SIEVE,PITest,12,success,2.79,313.67
SIEVE,Major,13,success,3.34,287.64
SIEVE,PITest,13,success,3.11,303.84
SIEVE,Major,14,success,3.69,301.78
SIEVE,PITest,14,success,3.08,301.39
SIEVE,Major,15,success,3.56,297.56
SIEVE,PITest,15,success,3.11,314.61
SIEVE,Major,16,success,3.53,277.11
SIEVE,PITest,16,success,2.91,328.98
SIEVE,Major,17,success,3.26,290.56
SIEVE,PITest,17,success,2.82,316.11
SIEVE,Major,18,success,3.28,302.70
SIEVE,PITest,18,success,3.13,300.28
SIEVE,Major,19,success,3.26,282.84
SIEVE,PITest,19,success,2.80,320.62
SIEVE,Major,20,success,3.25,300.00
SIEVE,PITest,20,success,2.82,310.89
SIEVE,Major,21,success,3.35,287.62
SIEVE,PITest,21,success,2.92,300.23
SIEVE,Major,22,success,3.26,306.45
SIEVE,PITest,22,success,2.91,323.30
SIEVE,Major,23,success,3.24,300.72
SIEVE,PITest,23,success,2.91,312.88
SIEVE,Major,24,success,3.23,279.92
SIEVE,PITest,24,success,2.93,310.53
SIEVE,Major,25,success,3.26,307.94
SIEVE,PITest,25,success,2.88,313.09
SIEVE,Major,26,success,3.30,295.19
